"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.053618781E1,1.240170479E0,6.494041681E-1,2.211015940E0
6.055520286E1,1.225359917E0,8.336538672E-1,2.585535049E0
6.057421796E1,7.796163559E-1,2.316524982E-1,3.053656578E0
6.059323307E1,2.816362381E-1,-7.832603455E-1,2.913376570E0
6.061223494E1,5.857276917E-1,-1.155414701E0,4.607580304E-1
6.063126328E1,3.153317451E0,3.301287293E-1,-2.439149857E0
6.065027838E1,3.370410919E0,1.677485108E0,-3.216085911E0
6.066929348E1,1.459119797E0,1.955289602E0,-2.318137884E0
6.068830854E1,4.936714172E-1,7.044311762E-1,-1.251499891E0
6.070732364E1,-8.417968750E-1,2.767006159E-1,-1.302584052E0
6.072632551E1,4.232330322E-1,1.002595782E0,-1.757392168E0
6.074535385E1,2.302606583E0,-2.718442678E-2,-8.776685596E-1
6.076436895E1,2.816495895E0,-1.270407915E0,-6.979533434E-1
6.078338406E1,2.905609131E0,-1.111918569E0,-1.610192537E0
6.080239911E1,1.419075966E0,-2.806140184E-1,-1.452997208E0
6.082141421E1,-1.183600426E0,6.028820872E-1,-1.123959064E0
6.084041609E1,-3.287161827E0,8.225304484E-1,-1.239891768E0
6.085944442E1,-3.504701138E0,7.707125545E-1,-1.331974626E0
6.087845953E1,-2.377623558E0,-2.895260155E-1,-1.070471287E0
6.089747463E1,-1.940682411E0,-1.238072753E0,-6.915129423E-1
6.091648968E1,-1.969429016E0,-1.490602374E0,-6.866298318E-1
6.093550479E1,-1.978643894E0,-1.380353212E0,-5.099090338E-1
6.095451989E1,-1.890791893E0,-8.177329302E-1,-9.110766649E-2
6.097353499E1,-1.665978432E0,-4.321926236E-1,2.828482985E-1
6.099255010E1,-1.391283989E0,-2.821488678E-1,8.380756378E-1
6.101156520E1,-1.144638062E0,-1.826616526E-1,1.193473101E0
6.103058031E1,-5.175924301E-1,-7.116582990E-2,1.433892965E0
6.104959536E1,-8.175849915E-2,-2.558749318E-1,1.715195894E0
6.106861046E1,1.654119492E-1,-5.088703036E-1,1.966073513E0
6.108762557E1,3.105440140E-1,-6.037843227E-1,2.123455286E0
6.110664067E1,3.182458878E-1,-5.314962864E-1,2.070613146E0
6.112565578E1,5.495328903E-1,-4.765171111E-1,2.288282156E0
6.114467088E1,6.522407532E-1,-5.187896490E-1,2.786263943E0
6.116368598E1,7.153129578E-1,-2.339372933E-1,2.818711519E0
6.118268781E1,8.261175156E-1,6.690523624E-1,7.713491917E-1
6.120171614E1,3.051404953E0,5.600761771E-1,-3.056480646E0
6.122073124E1,4.539514542E0,-3.364396989E-1,-4.689529896E0
6.123973312E1,3.420745850E0,-3.972750902E-1,-2.069323778E0
6.125876145E1,1.263599396E0,-2.251152694E-1,-1.908802032E0
6.127777656E1,3.529062271E-1,-2.501966357E-1,-2.095951080E0
6.129679166E1,1.590931892E0,3.943613172E-2,-1.873786688E0
6.131580676E1,1.731215477E0,4.002196193E-1,-1.280353665E0
6.133482187E1,3.938074112E-1,8.678711653E-1,-1.417510271E0
6.135383692E1,-6.660118103E-1,7.813759446E-1,-1.871592999E0
6.137285203E1,-7.149782181E-1,-4.302657545E-1,-2.110201836E0
6.139186713E1,-9.770126343E-1,-5.696657300E-1,-1.689762592E0
6.141088223E1,-2.405756950E0,1.758466661E-1,-1.477190733E0
6.142989734E1,-3.119169712E0,6.101279855E-1,-1.155336142E0
6.144891244E1,-3.078785896E0,9.265577197E-1,-6.022193432E-1
6.146792755E1,-2.172261238E0,1.009841800E0,-3.325776160E-1
6.148694265E1,-1.320548058E0,9.458491802E-1,-2.025830746E-1
6.150595775E1,-1.059894562E0,7.531719208E-1,-6.630820036E-2
6.152497286E1,-9.518213272E-1,4.021306932E-1,1.630622447E-1
6.154398791E1,-5.523767471E-1,-4.606801271E-2,5.633282661E-1
6.156300301E1,-5.594682693E-1,-1.678482294E-1,7.524840236E-1
6.158201812E1,-7.765483856E-1,-1.201736331E-1,9.080362320E-1
6.160103322E1,-8.656911850E-1,-1.460748613E-1,1.050899982E0
6.162004833E1,-8.375625610E-1,-3.354936838E-1,1.127782583E0
6.163906343E1,-6.425676346E-1,-4.434560835E-1,1.280254841E0
6.165807854E1,-2.397441864E-2,-1.211685836E-1,1.506461501E0
6.167709364E1,6.694955826E-1,2.247688174E-1,1.532042623E0
6.169610874E1,1.143897057E0,5.456750393E-1,1.434970617E0
6.171512380E1,1.212724686E0,6.411744356E-1,1.932820320E0
6.173413890E1,1.072939873E0,4.990528524E-1,2.690814495E0
6.175315400E1,8.452873230E-1,-2.139648795E-2,3.230592489E0
6.177216911E1,1.246280670E-1,-3.248631954E-1,2.922997713E0
6.179118421E1,-5.718421936E-2,-6.818450689E-1,8.200251460E-1
6.181018609E1,2.638025284E0,7.731007934E-1,-2.202615738E0
6.182921442E1,3.656009674E0,2.392046452E0,-3.532428741E0
6.184822952E1,2.197523117E0,3.363911629E0,-3.017112255E0
6.186723135E1,1.448343277E0,1.213783741E0,-9.806521535E-1
6.188625973E1,-6.567363739E-1,-9.812777042E-1,-9.054235220E-1
6.190527478E1,-3.032588959E-1,-9.769394398E-1,-1.799031973E0
6.192427666E1,2.420907974E0,-2.606950402E-1,-9.779331684E-1
6.194330499E1,2.840140343E0,-5.191553235E-1,-9.111421108E-1
6.196232010E1,1.820342064E0,-3.583048582E-1,-1.358462095E0
6.198133520E1,7.866115570E-1,1.906397343E-1,-1.614767313E0
6.200035031E1,-8.973484039E-1,8.772112131E-1,-1.260088801E0
6.201936541E1,-2.304557800E0,8.849952817E-1,-1.053066015E0
6.203838051E1,-2.667758465E0,5.990995169E-1,-1.183165431E0
6.205739562E1,-2.612658024E0,-6.652746201E-1,-1.169069052E0
6.207641072E1,-2.585697174E0,-1.676274419E0,-6.730096340E-1
6.209542583E1,-2.273177147E0,-1.762166500E0,-3.927968144E-1
6.211444093E1,-1.798678398E0,-1.387935877E0,-2.782396674E-1
6.213345604E1,-1.340171814E0,-7.787387371E-1,-1.432493925E-1
6.215247109E1,-1.419440269E0,-3.701798916E-1,1.766546965E-1
6.217148619E1,-1.450212479E0,-3.905726373E-1,5.141021609E-1
6.219050130E1,-1.389980316E0,-2.421767116E-1,7.239800096E-1
6.220951640E1,-8.369388580E-1,-1.502727568E-1,1.019707680E0
6.222853150E1,-5.932073593E-1,-2.729959041E-2,1.053736448E0
6.224754661E1,-3.567304611E-1,7.079198956E-3,1.237378597E0
6.226656171E1,2.368040085E-1,-1.708488464E-1,1.473391294E0
6.228557682E1,8.869581223E-1,-5.299903750E-1,1.539334655E0
6.230459192E1,1.327566147E0,-7.318810821E-1,1.732436895E0
6.232360702E1,1.476196289E0,-7.365822792E-1,2.565066099E0
6.234262213E1,1.561959267E0,-3.825531602E-1,3.612110615E0
6.236163723E1,7.319421768E-1,7.142788172E-1,3.759647369E0
6.238063906E1,-8.637599945E-1,1.251027942E0,2.767073631E0
6.239966744E1,-1.476012230E0,8.829993606E-1,2.182242870E-1
6.241868249E1,9.370574951E-1,-4.329261482E-1,-3.720187664E0
6.243769760E1,2.707939148E0,-1.356316209E0,-5.393074989E0
6.245671275E1,2.975570679E0,-2.695525169E0,-3.563408852E0
6.247572781E1,3.014338493E0,-1.379066467E0,-9.820445776E-1
6.249474291E1,1.594971657E0,-2.841280699E-1,-9.708737135E-1
6.251375801E1,6.510744095E-1,2.394489944E-1,-1.647597432E0
6.253277312E1,1.537717819E0,7.545154095E-1,-1.549741507E0
6.255178822E1,1.705901146E0,1.087967992E0,-1.624951839E0
6.257080333E1,-2.199611664E-1,8.610896468E-1,-2.238601446E0
6.258981843E1,-1.067712784E0,3.659918159E-2,-2.473185062E0
6.260883354E1,-6.732053757E-1,-6.883392334E-1,-1.328708172E0
6.262784864E1,-2.053837776E0,-5.890840292E-1,-9.112244844E-1
6.264686374E1,-2.918089390E0,-3.544958532E-1,-8.621867299E-1
6.266587885E1,-2.969093323E0,-8.033686876E-2,-6.049063802E-1
6.268489395E1,-2.065292358E0,6.793575287E-1,-1.576534510E-1
6.270390906E1,-1.105693817E0,1.241443276E0,-1.631653309E-2
6.272292416E1,-7.298936844E-1,1.159767151E0,2.235984802E-2
6.274193926E1,-8.258333206E-1,7.303481102E-1,1.302602291E-1
6.276095437E1,-7.223014832E-1,1.886111498E-1,5.248720646E-1
6.277996947E1,-6.075983047E-1,-2.043001056E-1,9.657721519E-1
6.279898458E1,-8.865203857E-1,-4.558365941E-1,1.120435119E0
6.281799968E1,-1.194750786E0,-5.852730274E-1,9.867491722E-1
6.283701478E1,-1.163396835E0,-6.631628871E-1,8.362280130E-1
6.285602989E1,-7.079010010E-1,-6.471491456E-1,1.034427881E0
6.287504499E1,-1.934719086E-2,-4.751438200E-1,1.429273725E0
6.289406010E1,6.351041794E-1,1.642167568E-3,1.737429261E0
6.291307520E1,1.014403343E0,4.401841760E-1,1.874443650E0
6.293209031E1,1.166566849E0,6.988441348E-1,2.155464649E0
6.295110541E1,9.462814331E-1,6.725143790E-1,2.628690958E0
6.297012051E1,6.225509644E-1,-8.430677652E-2,3.122102261E0
6.298913557E1,1.472253799E-1,-8.420457244E-1,3.207297802E0
6.300813744E1,-3.179969788E-1,-1.169306278E0,2.237279892E0
6.302716578E1,1.308208466E0,-2.196545601E-1,-1.255771756E0
6.304618088E1,4.517510414E0,1.789246082E0,-3.465365648E0
6.306519598E1,2.874875069E0,2.723713398E0,-3.336383581E0
6.308421109E1,1.669112206E0,2.520907879E0,-1.287549615E0
6.310322619E1,1.709318161E-1,2.057611942E-2,-2.863845527E-1
6.312224130E1,-1.363937378E0,-3.102626204E-1,-7.596758008E-1
6.314125640E1,4.351921082E-1,4.503244162E-1,-1.425259590E0
6.316027150E1,2.600222588E0,-1.877424121E-1,-5.994312167E-1
6.317928661E1,2.919131279E0,-6.997174025E-1,-1.358805418E0
6.319830171E1,2.143343925E0,-2.124087811E-1,-2.110123873E0
6.321731682E1,7.004089355E-1,4.830302000E-1,-1.980369329E0
6.323631869E1,-1.778947830E0,5.318753719E-1,-1.737345695E0
6.325534703E1,-3.078400612E0,2.652096748E-1,-1.557314873E0
6.327436213E1,-2.981820107E0,-6.362957358E-1,-1.430721760E0
6.329337723E1,-2.831281662E0,-1.638648987E0,-1.372967482E0
6.331239234E1,-2.167323112E0,-1.475889683E0,-8.670299649E-1
6.333140744E1,-1.645498276E0,-1.081442714E0,-4.772643149E-1
6.335042255E1,-1.679576874E0,-4.275116622E-1,-2.871439159E-1
6.336943765E1,-1.836239338E0,-1.775187999E-2,1.556829214E-1
6.338845275E1,-1.744382858E0,-7.463905215E-2,7.183834314E-1
6.340746786E1,-1.565838814E0,-2.859932780E-1,1.153877974E0
6.342648296E1,-1.282203674E0,-4.165147543E-1,1.339254618E0
6.344549807E1,-8.049993515E-1,-3.663165569E-1,1.572605968E0
6.346451317E1,-4.954347610E-1,-2.798852026E-1,1.646350145E0
6.348352828E1,-2.085218430E-1,-1.318605542E-1,1.701907635E0
6.350254338E1,4.531478882E-2,1.497037709E-1,1.538471222E0
6.352155848E1,7.509212494E-1,1.885064095E-1,1.831687927E0
6.354057359E1,1.675539017E0,-1.940803230E-1,2.889707804E0
6.355958869E1,2.198129654E0,-3.125137091E-1,3.926917553E0
6.357860380E1,1.526613235E0,1.644120812E-1,3.376712322E0
6.359761890E1,1.545589447E0,9.236512184E-1,8.405538201E-1
6.361663400E1,3.954390526E0,-4.506103992E-1,-2.293114901E0
6.363564911E1,4.403136253E0,-1.263876677E0,-3.213644743E0
6.365466421E1,1.873935699E0,-1.168666124E0,-1.797276020E0
6.367367932E1,-5.220203400E-1,-1.736900210E-1,-9.265267253E-1
6.369269447E1,-1.590515137E0,-1.901104301E-1,-1.993351460E0
6.371170952E1,-2.106180191E-1,-9.719200134E-1,-2.314414978E0
6.373072463E1,2.577878952E0,-7.524981499E-1,-1.654450059E0
6.374973978E1,2.083879471E0,3.535701632E-1,-1.795620203E0
6.376875489E1,-7.581272125E-1,9.498306513E-1,-1.995969892E0
6.378776999E1,-8.449077606E-1,7.520388961E-1,-1.533466458E0
6.380678510E1,-1.357364655E-1,5.267137289E-1,-1.309914827E0
6.382580020E1,-1.127935410E0,8.767168522E-1,-1.278517365E0
6.384481531E1,-2.047273636E0,9.161208868E-1,-1.169559240E0
6.386383041E1,-2.458980083E0,9.062962532E-1,-1.014292479E0
6.388284551E1,-2.353800774E0,7.946996093E-1,-7.448068261E-1
6.390186062E1,-1.835876942E0,4.524856508E-1,-3.869847059E-1
6.392087572E1,-1.573155403E0,-3.457292914E-2,-1.094142795E-1
6.393989083E1,-1.361509323E0,-2.216201425E-1,3.608277440E-2
6.395890593E1,-1.209191322E0,-3.706563115E-1,5.077706277E-2
6.397792104E1,-8.691139221E-1,-5.120027065E-1,3.560824394E-1
6.399693614E1,-6.054248810E-1,-3.248300254E-1,6.660802364E-1
6.401595124E1,-4.193782806E-1,-6.072270870E-2,8.704603314E-1
6.403496635E1,-3.548326492E-1,-1.646886766E-1,1.021270990E0
6.405398145E1,-3.445882797E-1,-5.071277022E-1,1.246264696E0
6.407299656E1,-1.229972839E-1,-5.890377164E-1,1.607515693E0
6.409201166E1,2.784252167E-1,-2.016969919E-1,1.981532931E0
6.411102676E1,5.868864059E-1,4.768409729E-1,1.839053035E0
6.413004187E1,9.598665237E-1,1.226937532E0,2.025707960E0
6.414905697E1,8.430747986E-1,1.598709702E0,2.617403746E0
6.416807208E1,4.437828064E-1,1.384518147E0,3.102394342E0
6.418708718E1,-2.288293839E-1,6.307182908E-1,3.038586378E0
6.420608906E1,-6.225967407E-2,6.690108776E-2,7.938332558E-1
6.422511739E1,3.028350830E0,1.007543445E0,-2.414291382E0
6.424413249E1,4.452604294E0,1.671372414E0,-3.762573957E0
6.426313437E1,3.199171066E0,1.046646357E0,-2.945819378E0
6.428216270E1,1.244583130E0,-9.305371046E-1,-4.859305620E-1
6.430117781E1,-1.412182808E0,-1.590218067E0,-8.970991373E-1
6.432017968E1,-5.754032135E-1,2.001085281E-1,-1.527163029E0
6.433920801E1,2.248396873E0,6.846941113E-1,-1.119321585E0
6.435822312E1,2.650698662E0,-9.063619375E-1,-1.076175213E0
6.437723822E1,2.175363541E0,-1.365318060E0,-1.519845843E0
6.439625333E1,1.152560234E0,-6.843430400E-1,-1.356605411E0
6.441526848E1,-4.907655716E-1,1.870881319E-1,-1.000297308E0
6.443427031E1,-2.581176281E0,5.492817760E-1,-1.134901762E0
6.445329869E1,-3.245753288E0,6.231862903E-1,-1.075364232E0
6.447231380E1,-2.758996964E0,-4.286493957E-1,-1.008052826E0
6.449132890E1,-2.260717869E0,-1.614077330E0,-7.102699876E-1
6.451034400E1,-2.059688091E0,-1.988629580E0,-3.991369605E-1
6.452935911E1,-1.800284386E0,-1.652808070E0,-3.261432052E-1
6.454837421E1,-1.435042381E0,-7.781976461E-1,-3.310600221E-1
6.456738932E1,-1.346459389E0,-2.858577371E-1,9.081837535E-2
6.458640442E1,-1.323052406E0,-2.641400099E-1,6.168381572E-1
6.460541952E1,-1.467176437E0,-1.950115412E-1,8.902636766E-1
6.462443463E1,-1.323350906E0,-6.387016177E-2,1.245302558E0
6.464344973E1,-1.103229523E0,1.823699027E-1,1.487200618E0
6.466246484E1,-8.397178650E-1,1.964003593E-1,1.421003938E0
6.468147994E1,-1.868047714E-1,1.573483646E-2,1.495131850E0
6.470049505E1,8.497962952E-1,-7.750245929E-1,1.908749223E0
6.471951015E1,1.464690208E0,-1.262776852E0,2.048311472E0
6.473852525E1,1.766869545E0,-1.139447451E0,2.163053274E0
6.475754036E1,1.851252556E0,-5.448692441E-1,3.126099110E0
6.477655546E1,1.312194824E0,3.340872824E-1,3.432235479E0
6.479557057E1,7.086496353E-1,1.188471437E0,2.216509581E0
6.481458572E1,2.428206444E0,7.568832636E-1,-1.088063478E0
6.483358755E1,4.246117592E0,-6.871157289E-1,-4.329143047E0
6.485261593E1,2.840237617E0,-1.875170231E0,-4.186567307E0
6.487163104E1,7.609701157E-1,-1.107084513E0,-1.388669252E0
6.489064614E1,-8.775453568E-1,2.899026573E-1,-9.230971932E-1
6.490966124E1,-6.155242920E-1,1.503437757E-1,-1.436631203E0
6.492867635E1,1.479997635E0,-2.849732637E-1,-1.220918417E0
6.494769145E1,2.611124992E0,-7.737115026E-2,-1.027672291E0
6.496670656E1,4.849443436E-1,3.325591981E-1,-1.890086651E0
6.498572166E1,-1.784954071E-1,-2.156732976E-2,-1.986681938E0
6.500473676E1,-4.105281830E-1,-6.201884151E-1,-1.667886734E0
6.502375187E1,-1.331271172E0,-6.207331419E-1,-1.262440801E0
6.504276697E1,-2.726906776E0,9.032799304E-2,-1.280085802E0
6.506178208E1,-3.256343365E0,4.818074703E-1,-1.120893121E0
6.508079723E1,-2.955646515E0,8.817371130E-1,-6.531442404E-1
6.509981234E1,-2.030466557E0,1.127403855E0,-5.601849556E-1
6.511882744E1,-1.437648773E0,9.056853056E-1,-4.283289313E-1
6.513784255E1,-1.094217300E0,6.852722168E-1,-1.866129190E-1
6.515685765E1,-8.534383774E-1,3.990555704E-1,7.437519729E-2
6.517587275E1,-8.200149536E-1,-8.098754287E-2,3.868781924E-1
6.519488786E1,-8.974866867E-1,-1.270785034E-1,5.928617716E-1
6.521390296E1,-9.523477554E-1,-9.166747332E-3,7.393195033E-1
6.523291807E1,-8.492012024E-1,-3.077392578E-1,9.630770683E-1
6.525193317E1,-4.340419769E-1,-5.300131440E-1,1.421986222E0
6.527094828E1,1.297788620E-1,-1.375991106E-1,1.816635370E0
6.528996338E1,6.818065643E-1,3.932039738E-1,1.824855328E0
6.530897848E1,9.973888397E-1,8.654088974E-1,1.851128101E0
6.532799359E1,1.261895180E0,1.095805883E0,2.020756483E0
6.534700874E1,1.240450859E0,9.512792230E-1,2.395388603E0
6.536602385E1,6.833419800E-1,6.228965521E-1,2.855051517E0
6.538503895E1,1.617822647E-1,-1.099407673E-3,2.226517200E0
6.540404083E1,1.508489609E0,-1.841296256E-1,-4.671456814E-1
6.542306916E1,4.379526138E0,1.252988696E0,-2.800207376E0
6.544208426E1,3.924401283E0,2.348082781E0,-3.021555662E0
6.546108614E1,2.375970840E0,1.416571617E0,-1.639026642E0
6.548011447E1,-4.815940857E-1,-4.583615959E-1,-8.282628655E-1
6.549912958E1,-2.354992867E0,-6.167123318E-1,-1.440561175E0
6.551813145E1,-4.003868103E-1,4.065586329E-1,-1.780827403E0
6.553715978E1,2.025835991E0,1.210015416E-1,-7.938241959E-1
6.555617494E1,2.150042534E0,-1.112605810E0,-1.063619375E0
6.557519005E1,2.033350945E0,-1.162380695E0,-1.518287778E0
6.559420515E1,1.111476898E0,-3.235625625E-1,-1.586967707E0
6.561322025E1,-5.653638840E-1,4.834313989E-1,-1.198769093E0
6.563222213E1,-2.546610832E0,5.082238317E-1,-1.315256119E0
6.565125046E1,-3.301563263E0,1.400235891E-1,-1.421757221E0
6.567026557E1,-2.548001766E0,-5.585448742E-1,-1.033008575E0
6.568928067E1,-1.391653061E0,-1.189998269E0,-7.362416983E-1
6.570829578E1,-1.135586739E0,-1.504014611E0,-5.248485208E-1
6.572731088E1,-1.107151985E0,-1.389479756E0,-4.613565207E-1
6.574632604E1,-1.092511177E0,-7.900350094E-1,-2.005127668E-1
6.576534114E1,-1.208982468E0,-3.752821684E-1,1.528807878E-1
6.578435624E1,-1.189989090E0,-2.338445932E-1,3.136333227E-1
6.580337135E1,-1.171151161E0,-2.556109428E-1,7.022690773E-1
6.582238645E1,-1.283546448E0,-4.790861905E-1,9.660107493E-1
6.584140156E1,-1.072893143E0,-6.697834134E-1,1.220013976E0
6.586041666E1,-7.013072968E-1,-4.867163002E-1,1.356475592E0
6.587943176E1,-5.082788467E-1,-2.931847870E-1,1.368983507E0
6.589844687E1,-4.132680893E-1,-1.594367325E-1,1.383987904E0
6.591746202E1,-1.068801880E-1,-2.053508908E-1,1.505827665E0
6.593647713E1,7.523088455E-1,-4.507151246E-1,1.805628300E0
6.595549223E1,1.408071518E0,-9.754694700E-1,2.248220205E0
6.597450734E1,1.511093140E0,-1.341526389E0,3.017437935E0
6.599352244E1,9.460229874E-1,-8.957344890E-1,3.037025928E0
6.601253755E1,4.225702286E-1,2.655408680E-1,1.362782240E0
6.603153942E1,2.856399536E0,4.603933096E-1,-1.526389360E0
6.605056775E1,5.193461418E0,-1.054778695E0,-3.408013821E0
6.606958291E1,3.519838333E0,-1.881246924E0,-2.843975067E0
6.608858473E1,6.285037994E-1,-4.504703283E-1,-1.433032513E0
6.610761312E1,-1.233686447E0,1.189693809E0,-1.303050876E0
6.612662822E1,-1.328242302E0,1.078511238E0,-2.321304083E0
6.614563010E1,1.114458084E0,2.763917446E-1,-1.769065619E0
6.616465843E1,2.308897018E0,-1.593877375E-1,-1.273975849E0
6.618367354E1,-3.124942780E-1,1.777952760E-1,-1.871041298E0
6.620268864E1,-4.673099518E-2,-3.408297896E-1,-1.656660318E0
6.622170380E1,-1.203060150E-1,1.328960210E-1,-1.444542646E0
6.624071890E1,-1.485393524E0,5.466691256E-1,-1.468912125E0
6.625973400E1,-2.415869713E0,7.507756948E-1,-1.488340259E0
6.627874911E1,-2.753224373E0,4.439187050E-1,-1.177497864E0
6.629776421E1,-2.402644634E0,3.186404109E-1,-6.051992774E-1
6.631677932E1,-1.405710220E0,7.123066187E-1,-2.459762394E-1
6.633579442E1,-7.958641052E-1,8.850574493E-1,-1.473187804E-1
6.635480953E1,-7.822647095E-1,8.902804852E-1,-1.204803288E-1
6.637382468E1,-9.141712189E-1,5.426962376E-1,1.823883653E-1
6.639283978E1,-1.096863747E0,4.592239857E-2,3.116838336E-1
6.641185489E1,-8.669672012E-1,-1.806894541E-1,6.998913884E-1
6.643086999E1,-5.634469986E-1,-4.459583759E-2,7.934240103E-1
6.644988510E1,-4.535474777E-1,-9.956499934E-2,8.692047596E-1
6.646890020E1,-5.513525009E-1,-2.558897138E-1,8.780296445E-1
6.648791531E1,-6.515426636E-1,-4.252176881E-1,1.046901107E0
6.650693041E1,-1.997079849E-1,-2.431941032E-1,1.304790854E0
6.652594557E1,6.633386612E-1,4.365530610E-1,1.355068564E0
6.654496067E1,1.245695114E0,6.453024745E-1,1.559058428E0
6.656397578E1,1.298764229E0,6.557853818E-1,2.091486931E0
6.658299088E1,9.124193192E-1,4.730252624E-1,2.551053762E0
6.660200598E1,3.261308670E-1,2.706817389E-1,2.848195791E0
6.662102109E1,-2.503614426E-1,1.109788418E-1,3.014232874E0
6.664003619E1,-7.901201248E-1,8.159184456E-2,2.792936802E0
6.665903807E1,-7.947473526E-1,-2.454576492E-1,9.467699528E-1
6.667806645E1,2.309476852E0,7.791295052E-1,-2.382033587E0
6.669708156E1,4.129395485E0,1.612453699E0,-4.096481800E0
6.671609666E1,2.335034370E0,2.503217697E0,-3.891472816E0
6.673511176E1,1.547296524E0,9.172711968E-1,-9.866176248E-1
6.675412687E1,8.911037445E-2,-1.350348830E0,5.505001545E-2
6.677314202E1,-1.748690605E0,-8.070514798E-1,-7.627952695E-1
6.679215713E1,9.970226288E-1,3.466296196E-1,-7.910073400E-1
6.681117223E1,3.127146721E0,-1.369855404E-1,-3.331747651E-1
6.683018734E1,2.530520439E0,-4.911216497E-1,-1.239927530E0
6.684920244E1,1.427218437E0,7.766407728E-2,-1.521202087E0
6.686821755E1,-3.056449890E-1,7.539933920E-1,-1.603522897E0
6.688723265E1,-1.881854534E0,9.061830044E-1,-1.789617062E0
6.690624781E1,-2.549370289E0,4.617321193E-1,-1.767383814E0
6.692526291E1,-2.843278408E0,-6.724160910E-1,-1.564142704E0
6.694427801E1,-2.684723377E0,-1.373481750E0,-1.232441425E0
6.696329312E1,-2.297720909E0,-1.631615281E0,-7.049795389E-1
6.698230822E1,-2.034837246E0,-1.454325914E0,-5.724042654E-1
6.700132333E1,-1.633758545E0,-9.312250614E-1,-4.320610762E-1
6.702033848E1,-1.134760857E0,-4.517487586E-1,5.279666185E-2
6.703935359E1,-6.472558975E-1,-1.708815694E-1,6.270912290E-1
6.705836869E1,-9.566860199E-1,-2.342832834E-1,8.319490552E-1
6.707738380E1,-8.298006058E-1,-2.711229920E-1,9.882853627E-1
6.709639890E1,-6.273212433E-1,-3.011032343E-1,1.259055138E0
6.711541400E1,-6.161994934E-1,-3.752384782E-1,1.261330843E0
6.713442911E1,-5.194015503E-1,-2.553896606E-1,1.309162140E0
6.715344426E1,-4.827976227E-2,2.076751590E-1,1.626515150E0
6.717245937E1,4.640207291E-1,4.112733603E-1,1.668234706E0
6.719147447E1,6.986665726E-1,5.755774677E-2,1.693392754E0
6.721048958E1,9.061574936E-1,-5.525516868E-1,1.995595932E0
6.722950468E1,1.030676842E0,-7.990878820E-1,2.900985956E0
6.724852566E1,5.641803741E-1,-2.546013892E-1,3.548754215E0
6.726754082E1,-4.210920334E-1,5.036380291E-1,3.376052380E0
6.728654264E1,-1.098514557E0,9.881385565E-1,1.724991083E0
6.730557102E1,1.674297333E0,-7.137495279E-2,-2.066200495E0
6.732458613E1,4.096352577E0,-1.178562760E0,-4.892707825E0
6.734360123E1,2.826810837E0,-2.347264290E0,-4.930586815E0
6.736261634E1,2.244695663E0,-1.678243637E0,-1.962455630E0
6.738163149E1,1.793923378E0,2.600051761E-1,-9.671294689E-1
6.740064660E1,7.299470901E-1,6.388088465E-1,-1.953780890E0
6.741966170E1,1.647575378E0,1.191852614E-1,-1.732234001E0
6.743867680E1,2.315343857E0,5.542355403E-2,-1.257420063E0
6.745767868E1,-1.190872192E-1,4.409753978E-1,-1.887786865E0
6.747670706E1,-7.319431305E-1,-1.661354005E-1,-2.136619329E0
6.749572217E1,4.812927246E-1,-8.119081259E-1,-1.405121326E0
6.751472404E1,-1.453254700E0,-2.859306335E-2,-1.230366945E0
6.753375238E1,-2.751852989E0,2.812217474E-1,-1.330740213E0
6.755276748E1,-3.018938065E0,5.489870310E-1,-1.175357580E0
6.757178259E1,-2.565794468E0,7.868082523E-1,-9.935807586E-1
6.759079774E1,-1.675690651E0,9.606029987E-1,-7.746327519E-1
6.760981285E1,-1.137122154E0,7.653673887E-1,-4.869504571E-1
6.762882795E1,-1.040550232E0,5.567339063E-1,-3.198486567E-1
6.764784305E1,-7.642173767E-1,2.888167500E-1,-3.235532343E-2
6.766685816E1,-4.518136978E-1,-1.199786663E-1,2.890552580E-1
6.768587332E1,-2.176876068E-1,-3.558560014E-1,4.914713800E-1
6.770488842E1,-3.545989990E-1,-4.574923515E-1,5.099251270E-1
6.772390352E1,-7.279624939E-1,-2.814568281E-1,5.103178620E-1
6.774291863E1,-7.930927277E-1,-1.827307642E-1,5.080747008E-1
6.776193373E1,-5.175714493E-1,-3.774747252E-1,5.840498209E-1
6.778094889E1,-2.176198959E-1,-3.155035973E-1,6.318737268E-1
6.779996399E1,-3.511047363E-2,-1.328716278E-1,9.365879893E-1
6.781897910E1,3.126010895E-1,3.920505047E-1,1.241360903E0
6.783799420E1,5.063934326E-1,7.248035073E-1,1.480331063E0
6.785700930E1,4.317722321E-1,5.671336055E-1,1.885949373E0
6.787602446E1,3.109292984E-1,-8.431214094E-2,2.424571514E0
6.789503956E1,1.074047089E-1,-6.154671907E-1,2.704215050E0
6.791405467E1,-2.953567505E-1,-8.998351097E-1,2.546145201E0
6.793306977E1,-7.035245895E-1,-8.861952424E-1,2.557390928E0
6.795208488E1,-9.869632721E-1,-7.518861890E-1,2.195756197E0
6.797108675E1,-6.697998047E-1,-6.468378901E-1,-6.337805390E-1
6.799011514E1,2.285972595E0,8.181422353E-1,-3.490339518E0
6.800913024E1,4.555423737E0,3.140368223E0,-4.260276794E0
6.802813212E1,2.418682098E0,4.132544041E0,-2.774119377E0
